  N levels =   24          CBMF=    21.616     SST=    6.45 C

  Pressure   Temp.      Spec. humid.   O3 mr   Omega   Rad. cooling
    (mb)      (C)          (g/kg)      10**-6 (mb/hr)   (deg/day)
  -------    -----      ------------   -----   -----   ------------
   1000.0     2.965       2.982687     0.048    0.00       0.956
    950.0    -1.133       2.822927     0.051    0.00       1.454
    900.0    -4.919       2.006951     0.053    0.00       1.471
    850.0    -8.472       1.340984     0.056    0.00       1.523
    800.0   -12.129       0.851615     0.057    0.00       1.605
    750.0   -15.928       0.469611     0.059    0.00       1.585
    700.0   -19.969       0.221144     0.060    0.00       1.492
    650.0   -24.371       0.106499     0.061    0.00       1.358
    600.0   -29.241       0.059003     0.063    0.00       1.174
    550.0   -34.644       0.024674     0.066    0.00       0.791
    500.0   -40.686       0.019066     0.069    0.00       0.651
    450.0   -47.352       0.016125     0.073    0.00       0.605
    400.0   -54.670       0.013786     0.077    0.00       0.496
    350.0   -62.759       0.013319     0.085    0.00       0.457
    300.0   -71.337       0.004434     0.096    0.00       0.172
    250.0   -74.973       0.003050     0.117    0.00       0.093
    200.0   -73.603       0.001000     0.153    0.00       0.036
    150.0   -74.158       0.001000     0.202    0.00       0.012
    100.0   -72.288       0.001000     0.405    0.00      -0.000
     80.0   -68.812       0.001000     0.755    0.00      -0.004
     60.0   -61.059       0.001000     2.042    0.00      -0.013
     40.0   -50.767       0.001000     5.238    0.00      -0.024
     30.0   -42.494       0.001000     8.440    0.00      -0.033
     25.0   -26.078       0.001000    10.124    0.00      -0.053
