 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  3.014                  2.995                  0.648              
   950.000                 -1.084                  2.835                  0.822              
   900.000                 -4.866                  2.015                  0.735              
   850.000                 -8.419                  1.346                  0.651              
   800.000                -12.071                  0.854                  0.544              
   750.000                -15.861                  0.487                  0.411              
   700.000                -19.929                  0.234                  0.302              
   650.000                -24.335                  0.108                  0.233              
   600.000                -29.189                  0.057                  0.191              
   550.000                -34.581                  0.025                  0.159              
   500.000                -40.624                  0.019                  0.190              
   450.000                -47.291                  0.016                  0.297              
   400.000                -54.610                  0.014                  0.486              
   350.000                -62.701                  0.013                  0.845              
   300.000                -71.283                  0.004                  0.952              
   250.000                -74.955                  0.003                  1.011              
   200.000                -73.579                  0.001                  0.244              
   150.000                -74.134                  0.001                  0.138              
   100.000                -72.268                  0.001                  0.070              
    80.000                -68.793                  0.001                  0.036              
    60.000                -61.043                  0.001                  0.010              
    40.000                -50.753                  0.001                  0.002              
    30.000                -42.485                  0.001                  0.001              
    25.000                -26.080                  0.001                  0.000              
