 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  5.308                  3.577                  0.643              
   950.000                  1.224                  3.402                  0.815              
   900.000                 -2.518                  2.584                  0.764              
   850.000                 -6.026                  1.791                  0.696              
   800.000                 -9.612                  1.149                  0.602              
   750.000                -13.300                  0.605                  0.485              
   700.000                -17.155                  0.279                  0.402              
   650.000                -21.497                  0.131                  0.360              
   600.000                -26.356                  0.066                  0.364              
   550.000                -31.790                  0.039                  0.386              
   500.000                -37.801                  0.027                  0.475              
   450.000                -44.389                  0.021                  0.652              
   400.000                -51.624                  0.015                  0.946              
   350.000                -59.713                  0.013                  1.026              
   300.000                -68.671                  0.007                  0.998              
   250.000                -73.643                  0.004                  0.996              
   200.000                -72.937                  0.001                  0.190              
   150.000                -74.216                  0.001                  0.166              
   100.000                -73.736                  0.001                  0.110              
    80.000                -71.714                  0.001                  0.076              
    60.000                -64.904                  0.001                  0.034              
    40.000                -54.168                  0.001                  0.011              
    30.000                -44.617                  0.001                  0.005              
    25.000                -25.973                  0.001                  0.001              
