  N levels =   24          CBMF=    20.612     SST=    7.91 C

  Pressure   Temp.      Spec. humid.   O3 mr   Omega   Rad. cooling
    (mb)      (C)          (g/kg)      10**-6 (mb/hr)   (deg/day)
  -------    -----      ------------   -----   -----   ------------
   1000.0     4.797       3.400745     0.048    0.00       0.917
    950.0     0.712       3.226509     0.051    0.00       1.326
    900.0    -3.094       2.417134     0.053    0.00       1.377
    850.0    -6.627       1.663805     0.056    0.00       1.495
    800.0   -10.225       1.055334     0.057    0.00       1.629
    750.0   -13.917       0.543806     0.059    0.00       1.596
    700.0   -17.802       0.254724     0.060    0.00       1.472
    650.0   -22.165       0.119781     0.061    0.00       1.299
    600.0   -26.979       0.066141     0.063    0.00       1.084
    550.0   -32.400       0.029374     0.066    0.00       0.779
    500.0   -38.455       0.021177     0.069    0.00       0.600
    450.0   -45.114       0.018044     0.073    0.00       0.584
    400.0   -52.388       0.013167     0.077    0.00       0.425
    350.0   -60.482       0.010834     0.085    0.00       0.389
    300.0   -69.502       0.005756     0.096    0.00       0.107
    250.0   -74.193       0.003443     0.117    0.00       0.029
    200.0   -72.950       0.001000     0.153    0.00      -0.001
    150.0   -73.992       0.001000     0.202    0.00       0.003
    100.0   -73.073       0.001000     0.405    0.00      -0.000
     80.0   -70.497       0.001000     0.755    0.00      -0.009
     60.0   -64.060       0.001000     2.042    0.00      -0.030
     40.0   -55.423       0.001000     5.238    0.00      -0.059
     30.0   -48.951       0.001000     8.440    0.00      -0.081
     25.0   -37.476       0.001000    10.124    0.00      -0.118
