 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  4.797                  3.401                  0.627              
   950.000                  0.712                  3.227                  0.794              
   900.000                 -3.094                  2.417                  0.749              
   850.000                 -6.627                  1.664                  0.664              
   800.000                -10.225                  1.055                  0.547              
   750.000                -13.917                  0.544                  0.395              
   700.000                -17.802                  0.255                  0.280              
   650.000                -22.165                  0.120                  0.215              
   600.000                -26.979                  0.066                  0.183              
   550.000                -32.400                  0.029                  0.169              
   500.000                -38.455                  0.021                  0.205              
   450.000                -45.114                  0.018                  0.347              
   400.000                -52.388                  0.013                  0.615              
   350.000                -60.482                  0.011                  0.792              
   300.000                -69.502                  0.006                  0.999              
   250.000                -74.193                  0.003                  0.998              
   200.000                -72.950                  0.001                  0.188              
   150.000                -73.992                  0.001                  0.169              
   100.000                -73.073                  0.001                  0.103              
    80.000                -70.497                  0.001                  0.060              
    60.000                -64.060                  0.001                  0.020              
    40.000                -55.423                  0.001                  0.005              
    30.000                -48.951                  0.001                  0.002              
    25.000                -37.476                  0.001                  0.000              
