 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                 13.474                  6.756                  0.703              
   950.000                  9.341                  6.553                  0.880              
   900.000                  6.287                  4.844                  0.742              
   850.000                  2.860                  3.705                  0.685              
   800.000                 -0.563                  2.664                  0.603              
   750.000                 -3.581                  1.606                  0.508              
   700.000                 -6.894                  0.917                  0.392              
   650.000                -10.559                  0.498                  0.303              
   600.000                -14.764                  0.271                  0.247              
   550.000                -19.701                  0.166                  0.227              
   500.000                -25.501                  0.127                  0.249              
   450.000                -32.191                  0.116                  0.332              
   400.000                -39.691                  0.129                  0.517              
   350.000                -48.017                  0.064                  0.792              
   300.000                -57.380                  0.021                  0.893              
   250.000                -68.014                  0.009                  1.001              
   200.000                -65.904                  0.001                  0.138              
   150.000                -67.797                  0.001                  0.090              
   100.000                -69.152                  0.001                  0.071              
    80.000                -69.107                  0.001                  0.056              
    60.000                -66.895                  0.001                  0.031              
    40.000                -64.521                  0.001                  0.015              
    30.000                -65.076                  0.001                  0.011              
    25.000                -70.170                  0.001                  0.016              
