 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  9.301                  4.865                  0.692              
   950.000                  5.195                  4.690                  0.868              
   900.000                  1.716                  3.533                  0.734              
   850.000                 -1.886                  2.684                  0.679              
   800.000                 -5.193                  1.700                  0.588              
   750.000                 -8.468                  1.006                  0.464              
   700.000                -12.053                  0.587                  0.354              
   650.000                -16.044                  0.385                  0.280              
   600.000                -20.659                  0.259                  0.242              
   550.000                -25.940                  0.166                  0.243              
   500.000                -31.999                  0.133                  0.297              
   450.000                -38.931                  0.126                  0.446              
   400.000                -46.424                  0.072                  0.661              
   350.000                -54.656                  0.036                  0.835              
   300.000                -63.831                  0.013                  1.035              
   250.000                -72.174                  0.005                  1.006              
   200.000                -69.825                  0.001                  0.167              
   150.000                -71.427                  0.001                  0.122              
   100.000                -71.325                  0.001                  0.087              
    80.000                -69.104                  0.001                  0.058              
    60.000                -62.699                  0.001                  0.023              
    40.000                -54.189                  0.001                  0.007              
    30.000                -48.112                  0.001                  0.003              
    25.000                -37.673                  0.001                  0.001              
