 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                 10.523                  5.415                  0.750              
   950.000                  6.411                  5.233                  0.932              
   900.000                  3.118                  3.896                  0.775              
   850.000                 -0.402                  3.011                  0.721              
   800.000                 -3.629                  2.043                  0.653              
   750.000                 -6.931                  1.224                  0.576              
   700.000                -10.401                  0.692                  0.511              
   650.000                -14.442                  0.406                  0.454              
   600.000                -19.086                  0.249                  0.405              
   550.000                -24.419                  0.161                  0.379              
   500.000                -30.408                  0.100                  0.389              
   450.000                -36.987                  0.054                  0.436              
   400.000                -44.295                  0.030                  0.473              
   350.000                -52.522                  0.020                  0.517              
   300.000                -61.870                  0.018                  0.567              
   250.000                -71.023                  0.006                  0.769              
   200.000                -68.562                  0.001                  0.585              
   150.000                -68.670                  0.001                  0.376              
   100.000                -67.187                  0.001                  0.145              
    80.000                -64.278                  0.001                  0.028              
    60.000                -57.198                  0.001                  0.010              
    40.000                -47.797                  0.001                  0.003              
    30.000                -40.611                  0.001                  0.001              
    25.000                -26.556                  0.001                  0.000              
