 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  9.186                  4.834                  0.676              
   950.000                  5.080                  4.669                  0.851              
   900.000                  1.597                  3.559                  0.739              
   850.000                 -2.076                  2.763                  0.707              
   800.000                 -5.456                  1.751                  0.610              
   750.000                 -8.743                  0.928                  0.486              
   700.000                -12.408                  0.467                  0.397              
   650.000                -16.433                  0.218                  0.350              
   600.000                -20.938                  0.099                  0.340              
   550.000                -26.066                  0.051                  0.364              
   500.000                -31.947                  0.044                  0.441              
   450.000                -38.669                  0.090                  0.618              
   400.000                -46.234                  0.142                  0.911              
   350.000                -54.601                  0.035                  1.139              
   300.000                -63.791                  0.013                  1.052              
   250.000                -72.160                  0.005                  0.998              
   200.000                -70.739                  0.001                  0.219              
   150.000                -72.960                  0.001                  0.147              
   100.000                -73.219                  0.001                  0.104              
    80.000                -71.632                  0.001                  0.075              
    60.000                -65.736                  0.001                  0.035              
    40.000                -56.782                  0.001                  0.012              
    30.000                -49.691                  0.001                  0.005              
    25.000                -37.420                  0.001                  0.002              
