 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  4.621                  3.348                  0.622              
   950.000                  0.534                  3.174                  0.787              
   900.000                 -3.297                  2.366                  0.741              
   850.000                 -6.845                  1.625                  0.654              
   800.000                -10.449                  1.020                  0.537              
   750.000                -14.127                  0.513                  0.378              
   700.000                -18.010                  0.269                  0.263              
   650.000                -22.443                  0.122                  0.192              
   600.000                -27.255                  0.055                  0.156              
   550.000                -32.632                  0.026                  0.130              
   500.000                -38.662                  0.019                  0.154              
   450.000                -45.298                  0.017                  0.273              
   400.000                -52.570                  0.013                  0.494              
   350.000                -60.666                  0.011                  0.791              
   300.000                -69.690                  0.006                  0.999              
   250.000                -74.292                  0.003                  0.999              
   200.000                -73.115                  0.001                  0.191              
   150.000                -74.146                  0.001                  0.169              
   100.000                -73.191                  0.001                  0.100              
    80.000                -70.596                  0.001                  0.055              
    60.000                -64.144                  0.001                  0.017              
    40.000                -55.487                  0.001                  0.004              
    30.000                -48.995                  0.001                  0.001              
    25.000                -37.488                  0.001                  0.000              
