 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  4.220                  3.245                  0.670              
   950.000                  0.138                  3.073                  0.843              
   900.000                 -3.682                  2.267                  0.746              
   850.000                 -7.218                  1.548                  0.677              
   800.000                -10.833                  0.985                  0.574              
   750.000                -14.555                  0.521                  0.443              
   700.000                -18.490                  0.282                  0.340              
   650.000                -22.935                  0.134                  0.269              
   600.000                -27.754                  0.070                  0.223              
   550.000                -33.145                  0.031                  0.203              
   500.000                -39.189                  0.023                  0.237              
   450.000                -45.851                  0.020                  0.370              
   400.000                -53.116                  0.015                  0.571              
   350.000                -61.177                  0.013                  0.732              
   300.000                -70.106                  0.005                  0.930              
   250.000                -74.257                  0.003                  1.031              
   200.000                -72.277                  0.001                  0.231              
   150.000                -72.732                  0.001                  0.119              
   100.000                -71.089                  0.001                  0.062              
    80.000                -67.807                  0.001                  0.035              
    60.000                -60.287                  0.001                  0.011              
    40.000                -50.224                  0.001                  0.003              
    30.000                -42.176                  0.001                  0.001              
    25.000                -26.156                  0.001                  0.000              
