 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  4.774                  3.406                  0.688              
   950.000                  0.688                  3.231                  0.862              
   900.000                 -3.131                  2.412                  0.753              
   850.000                 -6.686                  1.677                  0.688              
   800.000                -10.283                  1.063                  0.588              
   750.000                -13.939                  0.530                  0.466              
   700.000                -17.771                  0.267                  0.371              
   650.000                -22.156                  0.143                  0.305              
   600.000                -26.988                  0.080                  0.262              
   550.000                -32.334                  0.031                  0.244              
   500.000                -38.299                  0.021                  0.273              
   450.000                -44.947                  0.022                  0.392              
   400.000                -52.313                  0.024                  0.559              
   350.000                -60.549                  0.018                  0.662              
   300.000                -69.442                  0.006                  0.852              
   250.000                -74.009                  0.004                  0.967              
   200.000                -71.798                  0.001                  0.340              
   150.000                -72.219                  0.001                  0.129              
   100.000                -70.635                  0.001                  0.055              
    80.000                -67.444                  0.001                  0.031              
    60.000                -59.963                  0.001                  0.010              
    40.000                -50.001                  0.001                  0.003              
    30.000                -42.020                  0.001                  0.001              
    25.000                -26.195                  0.001                  0.000              
