 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  5.600                  3.633                  0.649              
   950.000                  1.508                  3.454                  0.818              
   900.000                 -2.299                  2.614                  0.746              
   850.000                 -5.854                  1.835                  0.677              
   800.000                 -9.364                  1.133                  0.560              
   750.000                -12.905                  0.605                  0.410              
   700.000                -16.827                  0.300                  0.296              
   650.000                -21.111                  0.147                  0.228              
   600.000                -25.861                  0.090                  0.194              
   550.000                -31.194                  0.052                  0.189              
   500.000                -37.159                  0.031                  0.238              
   450.000                -43.854                  0.049                  0.416              
   400.000                -51.296                  0.080                  0.682              
   350.000                -59.485                  0.018                  0.751              
   300.000                -68.339                  0.007                  1.016              
   250.000                -74.014                  0.004                  0.999              
   200.000                -72.476                  0.001                  0.164              
   150.000                -73.452                  0.001                  0.139              
   100.000                -72.623                  0.001                  0.088              
    80.000                -70.129                  0.001                  0.052              
    60.000                -63.747                  0.001                  0.018              
    40.000                -55.180                  0.001                  0.004              
    30.000                -48.798                  0.001                  0.002              
    25.000                -37.538                  0.001                  0.000              
