 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                 24.672                 14.671                  0.748              
   975.000                 22.488                 14.452                  0.830              
   950.000                 20.395                 14.382                  0.925              
   925.000                 19.693                 12.080                  0.781              
   900.000                 18.360                 10.883                  0.747              
   875.000                 17.116                  9.792                  0.709              
   850.000                 15.842                  8.864                  0.679              
   825.000                 14.512                  8.071                  0.655              
   800.000                 13.134                  7.380                  0.635              
   775.000                 11.694                  6.774                  0.619              
   750.000                 10.183                  6.261                  0.609              
   725.000                  8.599                  5.746                  0.600              
   700.000                  6.979                  5.199                  0.588              
   675.000                  5.315                  4.610                  0.572              
   650.000                  3.615                  3.967                  0.548              
   625.000                  1.888                  3.422                  0.521              
   600.000                  0.036                  2.942                  0.496              
   575.000                 -1.969                  2.314                  0.462              
   550.000                 -3.655                  1.760                  0.408              
   525.000                 -5.462                  1.365                  0.354              
   500.000                 -7.464                  1.099                  0.319              
   475.000                 -9.738                  0.933                  0.304              
   450.000                -12.361                  0.841                  0.315              
   425.000                -15.395                  0.798                  0.356              
   400.000                -18.868                  0.783                  0.436              
   375.000                -22.773                  0.781                  0.572              
   350.000                -27.034                  0.775                  0.780              
   325.000                -31.011                  0.252                  0.475              
   300.000                -35.692                  0.213                  0.471              
   275.000                -40.833                  0.177                  0.590              
   250.000                -46.399                  0.125                  0.751              
   225.000                -52.612                  0.049                  0.842              
   200.000                -59.509                  0.027                  0.875              
   175.000                -67.121                  0.014                  0.986              
   150.000                -65.264                  0.001                  0.540              
   125.000                -64.291                  0.001                  0.070              
   100.000                -64.048                  0.001                  0.039              
    80.000                -62.941                  0.001                  0.028              
    60.000                -59.207                  0.001                  0.014              
    40.000                -54.363                  0.001                  0.005              
    30.000                -51.977                  0.001                  0.003              
    25.000                -51.252                  0.001                  0.002              
    20.000                -50.119                  0.001                  0.002              
    15.000                -48.191                  0.001                  0.001              
    10.000                -44.109                  0.001                  0.000              
     5.000                -27.401                  0.001                  0.000              
