 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                 11.299                  5.772                  0.701              
   950.000                  7.181                  5.574                  0.879              
   900.000                  4.005                  4.015                  0.733              
   850.000                  0.574                  2.950                  0.675              
   800.000                 -2.828                  2.020                  0.601              
   750.000                 -5.911                  1.164                  0.488              
   700.000                 -9.371                  0.652                  0.393              
   650.000                -13.272                  0.363                  0.333              
   600.000                -17.783                  0.218                  0.311              
   550.000                -23.022                  0.155                  0.335              
   500.000                -29.024                  0.129                  0.419              
   450.000                -35.738                  0.120                  0.608              
   400.000                -43.183                  0.103                  0.817              
   350.000                -51.467                  0.047                  1.035              
   300.000                -60.754                  0.020                  1.100              
   250.000                -70.616                  0.006                  1.002              
   200.000                -69.322                  0.001                  0.216              
   150.000                -72.050                  0.001                  0.135              
   100.000                -72.555                  0.001                  0.098              
    80.000                -70.974                  0.001                  0.071              
    60.000                -65.041                  0.001                  0.033              
    40.000                -56.155                  0.001                  0.011              
    30.000                -49.258                  0.001                  0.005              
    25.000                -37.523                  0.001                  0.002              
