 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  4.689                  3.356                  0.641              
   950.000                  0.603                  3.180                  0.809              
   900.000                 -3.203                  2.356                  0.743              
   850.000                 -6.704                  1.604                  0.666              
   800.000                -10.267                  1.029                  0.550              
   750.000                -13.979                  0.607                  0.399              
   700.000                -17.990                  0.316                  0.282              
   650.000                -22.337                  0.152                  0.210              
   600.000                -27.155                  0.087                  0.170              
   550.000                -32.517                  0.039                  0.152              
   500.000                -38.526                  0.026                  0.183              
   450.000                -45.275                  0.024                  0.325              
   400.000                -52.632                  0.018                  0.565              
   350.000                -60.720                  0.014                  0.747              
   300.000                -69.666                  0.006                  1.000              
   250.000                -74.245                  0.003                  1.002              
   200.000                -73.016                  0.001                  0.172              
   150.000                -74.052                  0.001                  0.143              
   100.000                -73.122                  0.001                  0.087              
    80.000                -70.543                  0.001                  0.050              
    60.000                -64.102                  0.001                  0.016              
    40.000                -55.457                  0.001                  0.004              
    30.000                -48.977                  0.001                  0.001              
    25.000                -37.494                  0.001                  0.000              
