 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  7.086                  4.163                  0.689              
   950.000                  3.000                  3.978                  0.865              
   900.000                 -0.575                  3.132                  0.739              
   850.000                 -3.955                  2.199                  0.685              
   800.000                 -7.439                  1.462                  0.588              
   750.000                -11.069                  0.861                  0.466              
   700.000                -14.894                  0.459                  0.363              
   650.000                -19.197                  0.242                  0.286              
   600.000                -24.049                  0.131                  0.241              
   550.000                -29.484                  0.076                  0.230              
   500.000                -35.476                  0.047                  0.274              
   450.000                -42.025                  0.030                  0.418              
   400.000                -49.250                  0.019                  0.604              
   350.000                -57.380                  0.015                  0.753              
   300.000                -66.429                  0.009                  0.984              
   250.000                -73.308                  0.004                  1.018              
   200.000                -70.362                  0.001                  0.165              
   150.000                -71.050                  0.001                  0.131              
   100.000                -69.855                  0.001                  0.070              
    80.000                -66.718                  0.001                  0.042              
    60.000                -59.199                  0.001                  0.015              
    40.000                -49.303                  0.001                  0.004              
    30.000                -41.559                  0.001                  0.002              
    25.000                -26.308                  0.001                  0.000              
