  N levels =   24          CBMF=    21.490     SST=    6.50 C

  Pressure   Temp.      Spec. humid.   O3 mr   Omega   Rad. cooling
    (mb)      (C)          (g/kg)      10**-6 (mb/hr)   (deg/day)
  -------    -----      ------------   -----   -----   ------------
   1000.0     3.028       2.999607     0.048    0.00       0.891
    950.0    -1.070       2.840171     0.051    0.00       1.406
    900.0    -4.847       2.022064     0.053    0.00       1.432
    850.0    -8.396       1.350882     0.056    0.00       1.511
    800.0   -12.054       0.857245     0.057    0.00       1.610
    750.0   -15.857       0.461188     0.059    0.00       1.587
    700.0   -19.865       0.214003     0.060    0.00       1.477
    650.0   -24.263       0.113363     0.061    0.00       1.323
    600.0   -29.161       0.063216     0.063    0.00       1.128
    550.0   -34.566       0.025411     0.066    0.00       0.743
    500.0   -40.605       0.019655     0.069    0.00       0.587
    450.0   -47.271       0.016709     0.073    0.00       0.535
    400.0   -54.588       0.014266     0.077    0.00       0.410
    350.0   -62.676       0.013472     0.085    0.00       0.381
    300.0   -71.266       0.004496     0.096    0.00       0.092
    250.0   -74.952       0.003060     0.117    0.00       0.033
    200.0   -73.574       0.001000     0.153    0.00       0.013
    150.0   -74.128       0.001000     0.202    0.00       0.002
    100.0   -72.262       0.001000     0.405    0.00      -0.001
     80.0   -68.789       0.001000     0.755    0.00      -0.009
     60.0   -61.038       0.001000     2.042    0.00      -0.024
     40.0   -50.750       0.001000     5.238    0.00      -0.045
     30.0   -42.482       0.001000     8.440    0.00      -0.061
     25.0   -26.081       0.001000    10.124    0.00      -0.095
