  N levels =   24          CBMF=     9.756     SST=   30.62 C

  Pressure   Temp.      Spec. humid.   O3 mr   Omega   Rad. cooling
    (mb)      (C)          (g/kg)      10**-6 (mb/hr)   (deg/day)
  -------    -----      ------------   -----   -----   ------------
   1000.0    28.230      19.241955     0.048    0.00       1.936
    950.0    23.972      18.940804     0.051    0.00       0.871
    900.0    22.343      15.407346     0.053    0.00       1.694
    850.0    19.734      13.371085     0.056    0.00       1.627
    800.0    17.301      11.704630     0.057    0.00       1.795
    750.0    14.706      10.198786     0.059    0.00       1.861
    700.0    11.975       8.716145     0.060    0.00       1.901
    650.0     9.091       7.200153     0.061    0.00       1.913
    600.0     6.045       5.650064     0.063    0.00       1.915
    550.0     2.643       4.106247     0.066    0.00       1.940
    500.0    -1.675       2.951451     0.069    0.00       2.021
    450.0    -5.923       2.054876     0.073    0.00       2.143
    400.0   -11.340       1.473719     0.077    0.00       2.257
    350.0   -18.152       0.931482     0.085    0.00       2.449
    300.0   -25.928       0.322237     0.096    0.00       2.389
    250.0   -36.248       0.190251     0.117    0.00       2.477
    200.0   -49.104       0.081823     0.153    0.00       1.874
    150.0   -65.444       0.020787     0.202    0.00       1.397
    100.0   -71.173       0.001603     0.405    0.00       0.295
     80.0   -61.791       0.001000     0.755    0.00      -0.114
     60.0   -53.136       0.001000     2.042    0.00      -0.200
     40.0   -44.461       0.001000     5.238    0.00      -0.287
     30.0   -38.324       0.001000     8.440    0.00      -0.348
     25.0   -27.080       0.001000    10.124    0.00      -0.460
