  N levels =   24          CBMF=    21.467     SST=    6.53 C

  Pressure   Temp.      Spec. humid.   O3 mr   Omega   Rad. cooling
    (mb)      (C)          (g/kg)      10**-6 (mb/hr)   (deg/day)
  -------    -----      ------------   -----   -----   ------------
   1000.0     3.055       3.007225     0.048    0.00       1.115
    950.0    -1.042       2.847900     0.051    0.00       1.499
    900.0    -4.820       2.024007     0.053    0.00       1.520
    850.0    -8.374       1.348907     0.056    0.00       1.541
    800.0   -12.019       0.846146     0.057    0.00       1.611
    750.0   -15.792       0.462221     0.059    0.00       1.588
    700.0   -19.808       0.246421     0.060    0.00       1.501
    650.0   -24.282       0.127088     0.061    0.00       1.375
    600.0   -29.168       0.059836     0.063    0.00       1.209
    550.0   -34.537       0.025657     0.066    0.00       0.906
    500.0   -40.576       0.019824     0.069    0.00       0.790
    450.0   -47.240       0.016852     0.073    0.00       0.784
    400.0   -54.554       0.014432     0.077    0.00       0.684
    350.0   -62.638       0.013211     0.085    0.00       0.607
    300.0   -71.233       0.004502     0.096    0.00       0.321
    250.0   -74.938       0.003066     0.117    0.00       0.197
    200.0   -73.558       0.001000     0.153    0.00       0.093
    150.0   -74.113       0.001000     0.202    0.00       0.025
    100.0   -72.250       0.001000     0.405    0.00      -0.001
     80.0   -68.778       0.001000     0.755    0.00      -0.007
     60.0   -61.028       0.001000     2.042    0.00      -0.020
     40.0   -50.742       0.001000     5.238    0.00      -0.037
     30.0   -42.477       0.001000     8.440    0.00      -0.051
     25.0   -26.082       0.001000    10.124    0.00      -0.079
