 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  4.687                  3.367                  0.630              
   950.000                  0.599                  3.192                  0.796              
   900.000                 -3.230                  2.386                  0.746              
   850.000                 -6.777                  1.641                  0.667              
   800.000                -10.376                  1.031                  0.547              
   750.000                -14.050                  0.520                  0.392              
   700.000                -17.941                  0.261                  0.275              
   650.000                -22.348                  0.117                  0.207              
   600.000                -27.146                  0.051                  0.172              
   550.000                -32.522                  0.026                  0.155              
   500.000                -38.550                  0.019                  0.188              
   450.000                -45.188                  0.016                  0.334              
   400.000                -52.477                  0.013                  0.585              
   350.000                -60.578                  0.012                  0.776              
   300.000                -69.614                  0.006                  1.002              
   250.000                -74.245                  0.003                  0.999              
   200.000                -73.021                  0.001                  0.185              
   150.000                -74.057                  0.001                  0.160              
   100.000                -73.126                  0.001                  0.096              
    80.000                -70.546                  0.001                  0.055              
    60.000                -64.105                  0.001                  0.017              
    40.000                -55.459                  0.001                  0.004              
    30.000                -48.978                  0.001                  0.001              
    25.000                -37.494                  0.001                  0.000              
