  N levels =   24          CBMF=    21.006     SST=    7.82 C

  Pressure   Temp.      Spec. humid.   O3 mr   Omega   Rad. cooling
    (mb)      (C)          (g/kg)      10**-6 (mb/hr)   (deg/day)
  -------    -----      ------------   -----   -----   ------------
   1000.0     4.687       3.366585     0.048    0.00       0.938
    950.0     0.599       3.192270     0.051    0.00       1.337
    900.0    -3.230       2.385599     0.053    0.00       1.384
    850.0    -6.777       1.641016     0.056    0.00       1.499
    800.0   -10.376       1.030845     0.057    0.00       1.636
    750.0   -14.050       0.520338     0.059    0.00       1.604
    700.0   -17.941       0.260527     0.060    0.00       1.481
    650.0   -22.348       0.116963     0.061    0.00       1.311
    600.0   -27.146       0.051314     0.063    0.00       1.100
    550.0   -32.522       0.025573     0.066    0.00       0.799
    500.0   -38.550       0.018755     0.069    0.00       0.623
    450.0   -45.188       0.016357     0.073    0.00       0.607
    400.0   -52.477       0.012598     0.077    0.00       0.449
    350.0   -60.578       0.011577     0.085    0.00       0.401
    300.0   -69.614       0.005741     0.096    0.00       0.118
    250.0   -74.245       0.003414     0.117    0.00       0.021
    200.0   -73.021       0.001000     0.153    0.00       0.006
    150.0   -74.057       0.001000     0.202    0.00       0.002
    100.0   -73.126       0.001000     0.405    0.00       0.000
     80.0   -70.546       0.001000     0.755    0.00      -0.005
     60.0   -64.105       0.001000     2.042    0.00      -0.018
     40.0   -55.459       0.001000     5.238    0.00      -0.035
     30.0   -48.978       0.001000     8.440    0.00      -0.048
     25.0   -37.494       0.001000    10.124    0.00      -0.072
