  N levels =   24          CBMF=    21.601     SST=    6.45 C

  Pressure   Temp.      Spec. humid.   O3 mr   Omega   Rad. cooling
    (mb)      (C)          (g/kg)      10**-6 (mb/hr)   (deg/day)
  -------    -----      ------------   -----   -----   ------------
   1000.0     2.967       2.982843     0.048    0.00       0.852
    950.0    -1.131       2.822992     0.051    0.00       1.409
    900.0    -4.917       2.003157     0.053    0.00       1.433
    850.0    -8.473       1.337355     0.056    0.00       1.511
    800.0   -12.127       0.844482     0.057    0.00       1.608
    750.0   -15.905       0.475038     0.059    0.00       1.587
    700.0   -19.962       0.239808     0.060    0.00       1.481
    650.0   -24.406       0.115415     0.061    0.00       1.333
    600.0   -29.272       0.053471     0.063    0.00       1.134
    550.0   -34.644       0.024706     0.066    0.00       0.714
    500.0   -40.689       0.019105     0.069    0.00       0.557
    450.0   -47.354       0.016139     0.073    0.00       0.495
    400.0   -54.671       0.013785     0.077    0.00       0.381
    350.0   -62.759       0.013327     0.085    0.00       0.355
    300.0   -71.337       0.004433     0.096    0.00       0.072
    250.0   -74.973       0.003050     0.117    0.00       0.024
    200.0   -73.603       0.001000     0.153    0.00       0.011
    150.0   -74.158       0.001000     0.202    0.00       0.002
    100.0   -72.288       0.001000     0.405    0.00      -0.000
     80.0   -68.812       0.001000     0.755    0.00      -0.005
     60.0   -61.059       0.001000     2.042    0.00      -0.014
     40.0   -50.767       0.001000     5.238    0.00      -0.027
     30.0   -42.494       0.001000     8.440    0.00      -0.038
     25.0   -26.078       0.001000    10.124    0.00      -0.060
