 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  3.126                  3.026                  0.628              
   950.000                 -0.970                  2.867                  0.798              
   900.000                 -4.739                  2.042                  0.737              
   850.000                 -8.285                  1.360                  0.648              
   800.000                -11.928                  0.855                  0.536              
   750.000                -15.717                  0.458                  0.395              
   700.000                -19.705                  0.236                  0.283              
   650.000                -24.157                  0.129                  0.217              
   600.000                -29.062                  0.068                  0.185              
   550.000                -34.439                  0.026                  0.158              
   500.000                -40.465                  0.020                  0.198              
   450.000                -47.129                  0.017                  0.322              
   400.000                -54.444                  0.014                  0.557              
   350.000                -62.533                  0.013                  0.927              
   300.000                -71.149                  0.005                  1.001              
   250.000                -74.896                  0.003                  0.999              
   200.000                -73.484                  0.001                  0.205              
   150.000                -74.041                  0.001                  0.165              
   100.000                -72.204                  0.001                  0.090              
    80.000                -68.741                  0.001                  0.048              
    60.000                -60.997                  0.001                  0.014              
    40.000                -50.717                  0.001                  0.003              
    30.000                -42.461                  0.001                  0.001              
    25.000                -26.083                  0.001                  0.000              
