 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  3.052                  3.006                  0.665              
   950.000                 -1.046                  2.846                  0.839              
   900.000                 -4.823                  2.028                  0.744              
   850.000                 -8.372                  1.355                  0.666              
   800.000                -12.025                  0.861                  0.564              
   750.000                -15.826                  0.468                  0.440              
   700.000                -19.847                  0.219                  0.339              
   650.000                -24.241                  0.111                  0.272              
   600.000                -29.124                  0.063                  0.229              
   550.000                -34.526                  0.025                  0.198              
   500.000                -40.563                  0.019                  0.224              
   450.000                -47.230                  0.016                  0.324              
   400.000                -54.548                  0.014                  0.487              
   350.000                -62.638                  0.013                  0.777              
   300.000                -71.235                  0.005                  0.874              
   250.000                -74.931                  0.003                  0.941              
   200.000                -73.538                  0.001                  0.303              
   150.000                -74.082                  0.001                  0.195              
   100.000                -72.237                  0.001                  0.068              
    80.000                -68.771                  0.001                  0.033              
    60.000                -61.023                  0.001                  0.009              
    40.000                -50.739                  0.001                  0.002              
    30.000                -42.476                  0.001                  0.001              
    25.000                -26.083                  0.001                  0.000              
