 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  9.515                  4.970                  0.741              
   950.000                  5.406                  4.800                  0.923              
   900.000                  1.947                  3.652                  0.768              
   850.000                 -1.716                  2.855                  0.714              
   800.000                 -5.068                  1.833                  0.640              
   750.000                 -8.341                  1.028                  0.555              
   700.000                -11.995                  0.564                  0.484              
   650.000                -16.008                  0.300                  0.423              
   600.000                -20.491                  0.157                  0.373              
   550.000                -25.558                  0.086                  0.349              
   500.000                -31.381                  0.073                  0.364              
   450.000                -38.138                  0.140                  0.425              
   400.000                -45.760                  0.138                  0.478              
   350.000                -54.193                  0.043                  0.540              
   300.000                -63.332                  0.014                  0.622              
   250.000                -71.725                  0.005                  0.823              
   200.000                -68.793                  0.001                  0.568              
   150.000                -69.038                  0.001                  0.312              
   100.000                -67.641                  0.001                  0.062              
    80.000                -64.700                  0.001                  0.028              
    60.000                -57.595                  0.001                  0.010              
    40.000                -48.145                  0.001                  0.003              
    30.000                -40.839                  0.001                  0.001              
    25.000                -26.499                  0.001                  0.000              
