 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  2.986                  2.989                  0.626              
   950.000                 -1.111                  2.829                  0.801              
   900.000                 -4.895                  2.007                  0.725              
   850.000                 -8.453                  1.342                  0.631              
   800.000                -12.112                  0.844                  0.521              
   750.000                -15.884                  0.450                  0.382              
   700.000                -19.888                  0.236                  0.266              
   650.000                -24.356                  0.129                  0.197              
   600.000                -29.262                  0.063                  0.158              
   550.000                -34.637                  0.025                  0.123              
   500.000                -40.674                  0.020                  0.161              
   450.000                -47.339                  0.017                  0.268              
   400.000                -54.653                  0.014                  0.476              
   350.000                -62.738                  0.013                  0.949              
   300.000                -71.317                  0.004                  1.007              
   250.000                -74.971                  0.003                  1.000              
   200.000                -73.598                  0.001                  0.196              
   150.000                -74.152                  0.001                  0.159              
   100.000                -72.282                  0.001                  0.083              
    80.000                -68.806                  0.001                  0.041              
    60.000                -61.054                  0.001                  0.011              
    40.000                -50.762                  0.001                  0.002              
    30.000                -42.490                  0.001                  0.001              
    25.000                -26.079                  0.001                  0.000              
