 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                 33.920                 27.000                  0.802              
   950.000                 29.622                 26.690                  0.979              
   900.000                 28.229                 22.657                  0.852              
   850.000                 25.736                 20.199                  0.850              
   800.000                 23.473                 17.978                  0.840              
   750.000                 21.129                 16.000                  0.830              
   700.000                 18.688                 14.160                  0.823              
   650.000                 16.086                 12.420                  0.819              
   600.000                 13.215                 10.794                  0.817              
   550.000                 10.003                  9.221                  0.808              
   500.000                  6.330                  7.704                  0.796              
   450.000                  2.125                  6.173                  0.791              
   400.000                 -2.717                  4.252                  0.798              
   350.000                 -7.916                  2.872                  0.760              
   300.000                -14.446                  1.716                  0.754              
   250.000                -22.433                  0.633                  0.610              
   200.000                -33.450                  0.304                  0.579              
   150.000                -48.909                  0.205                  0.585              
   100.000                -68.025                  0.021                  0.752              
    80.000                -60.170                  0.001                  0.097              
    60.000                -50.829                  0.001                  0.012              
    40.000                -42.931                  0.001                  0.004              
    30.000                -37.468                  0.001                  0.002              
    25.000                -27.289                  0.001                  0.001              
