  N levels =   24          CBMF=    21.455     SST=    6.52 C

  Pressure   Temp.      Spec. humid.   O3 mr   Omega   Rad. cooling
    (mb)      (C)          (g/kg)      10**-6 (mb/hr)   (deg/day)
  -------    -----      ------------   -----   -----   ------------
   1000.0     3.047       3.005657     0.048    0.00       1.088
    950.0    -1.050       2.846487     0.051    0.00       1.491
    900.0    -4.827       2.026246     0.053    0.00       1.508
    850.0    -8.380       1.351425     0.056    0.00       1.535
    800.0   -12.032       0.849497     0.057    0.00       1.606
    750.0   -15.815       0.441973     0.059    0.00       1.586
    700.0   -19.788       0.228969     0.060    0.00       1.496
    650.0   -24.251       0.126792     0.061    0.00       1.367
    600.0   -29.163       0.065706     0.063    0.00       1.198
    550.0   -34.549       0.025816     0.066    0.00       0.885
    500.0   -40.582       0.019783     0.069    0.00       0.766
    450.0   -47.247       0.016819     0.073    0.00       0.753
    400.0   -54.562       0.014338     0.077    0.00       0.636
    350.0   -62.649       0.013517     0.085    0.00       0.574
    300.0   -71.243       0.004513     0.096    0.00       0.287
    250.0   -74.944       0.003064     0.117    0.00       0.166
    200.0   -73.564       0.001000     0.153    0.00       0.074
    150.0   -74.119       0.001000     0.202    0.00       0.019
    100.0   -72.254       0.001000     0.405    0.00      -0.001
     80.0   -68.781       0.001000     0.755    0.00      -0.007
     60.0   -61.032       0.001000     2.042    0.00      -0.020
     40.0   -50.744       0.001000     5.238    0.00      -0.037
     30.0   -42.479       0.001000     8.440    0.00      -0.051
     25.0   -26.082       0.001000    10.124    0.00      -0.079
