 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  4.760                  3.390                  0.638              
   950.000                  0.674                  3.216                  0.805              
   900.000                 -3.143                  2.404                  0.744              
   850.000                 -6.684                  1.654                  0.667              
   800.000                -10.284                  1.043                  0.549              
   750.000                -13.960                  0.527                  0.395              
   700.000                -17.825                  0.267                  0.278              
   650.000                -22.236                  0.128                  0.209              
   600.000                -27.068                  0.060                  0.173              
   550.000                -32.452                  0.028                  0.159              
   500.000                -38.491                  0.020                  0.196              
   450.000                -45.136                  0.017                  0.348              
   400.000                -52.413                  0.013                  0.599              
   350.000                -60.510                  0.011                  0.757              
   300.000                -69.543                  0.006                  1.010              
   250.000                -74.205                  0.003                  1.000              
   200.000                -72.957                  0.001                  0.173              
   150.000                -73.992                  0.001                  0.149              
   100.000                -73.071                  0.001                  0.091              
    80.000                -70.502                  0.001                  0.052              
    60.000                -64.071                  0.001                  0.017              
    40.000                -55.435                  0.001                  0.004              
    30.000                -48.963                  0.001                  0.001              
    25.000                -37.498                  0.001                  0.000              
