 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                 12.070                  6.069                  0.698              
   950.000                  7.946                  5.873                  0.874              
   900.000                  4.778                  4.299                  0.736              
   850.000                  1.321                  3.200                  0.676              
   800.000                 -2.106                  2.217                  0.594              
   750.000                 -5.172                  1.276                  0.475              
   700.000                 -8.573                  0.702                  0.361              
   650.000                -12.373                  0.374                  0.279              
   600.000                -16.751                  0.207                  0.231              
   550.000                -21.867                  0.136                  0.223              
   500.000                -27.798                  0.114                  0.260              
   450.000                -34.529                  0.111                  0.375              
   400.000                -42.029                  0.102                  0.608              
   350.000                -50.333                  0.059                  0.837              
   300.000                -59.650                  0.021                  0.901              
   250.000                -69.918                  0.007                  1.001              
   200.000                -67.659                  0.001                  0.147              
   150.000                -69.486                  0.001                  0.103              
   100.000                -70.605                  0.001                  0.080              
    80.000                -70.165                  0.001                  0.062              
    60.000                -66.979                  0.001                  0.032              
    40.000                -62.857                  0.001                  0.013              
    30.000                -61.411                  0.001                  0.008              
    25.000                -62.199                  0.001                  0.006              
