 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  7.734                  4.310                  0.666              
   950.000                  3.640                  4.148                  0.838              
   900.000                  0.144                  3.064                  0.730              
   850.000                 -3.453                  2.285                  0.690              
   800.000                 -6.900                  1.507                  0.579              
   750.000                -10.450                  0.863                  0.438              
   700.000                -14.195                  0.454                  0.336              
   650.000                -18.465                  0.243                  0.276              
   600.000                -23.292                  0.134                  0.252              
   550.000                -28.709                  0.079                  0.260              
   500.000                -34.688                  0.048                  0.323              
   450.000                -41.233                  0.030                  0.501              
   400.000                -48.487                  0.019                  0.767              
   350.000                -56.632                  0.016                  0.882              
   300.000                -65.719                  0.010                  1.032              
   250.000                -73.273                  0.004                  0.999              
   200.000                -71.194                  0.001                  0.177              
   150.000                -72.621                  0.001                  0.141              
   100.000                -72.298                  0.001                  0.097              
    80.000                -69.980                  0.001                  0.064              
    60.000                -63.482                  0.001                  0.025              
    40.000                -54.800                  0.001                  0.007              
    30.000                -48.484                  0.001                  0.003              
    25.000                -37.578                  0.001                  0.001              
