 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                 12.027                  6.021                  0.687              
   950.000                  7.903                  5.827                  0.861              
   900.000                  4.709                  4.281                  0.732              
   850.000                  1.238                  3.175                  0.666              
   800.000                 -2.204                  2.189                  0.577              
   750.000                 -5.284                  1.247                  0.434              
   700.000                 -8.688                  0.676                  0.313              
   650.000                -12.486                  0.354                  0.226              
   600.000                -16.859                  0.193                  0.176              
   550.000                -21.967                  0.125                  0.163              
   500.000                -27.890                  0.102                  0.197              
   450.000                -34.628                  0.098                  0.305              
   400.000                -42.125                  0.097                  0.561              
   350.000                -50.445                  0.056                  0.827              
   300.000                -59.748                  0.023                  0.868              
   250.000                -69.778                  0.007                  0.999              
   200.000                -66.329                  0.001                  0.092              
   150.000                -67.594                  0.001                  0.072              
   100.000                -68.884                  0.001                  0.058              
    80.000                -68.973                  0.001                  0.046              
    60.000                -66.916                  0.001                  0.026              
    40.000                -64.638                  0.001                  0.012              
    30.000                -65.187                  0.001                  0.010              
    25.000                -70.171                  0.001                  0.016              
