 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  8.747                  4.679                  0.670              
   950.000                  4.646                  4.518                  0.844              
   900.000                  1.200                  3.406                  0.744              
   850.000                 -2.410                  2.599                  0.724              
   800.000                 -5.808                  1.685                  0.618              
   750.000                 -9.218                  0.955                  0.493              
   700.000                -12.959                  0.509                  0.401              
   650.000                -17.156                  0.262                  0.356              
   600.000                -21.859                  0.133                  0.349              
   550.000                -27.117                  0.069                  0.374              
   500.000                -32.982                  0.039                  0.455              
   450.000                -39.536                  0.027                  0.649              
   400.000                -46.875                  0.021                  0.945              
   350.000                -55.081                  0.019                  1.115              
   300.000                -64.268                  0.012                  1.038              
   250.000                -72.424                  0.005                  0.997              
   200.000                -71.110                  0.001                  0.223              
   150.000                -73.186                  0.001                  0.151              
   100.000                -73.377                  0.001                  0.106              
    80.000                -71.782                  0.001                  0.076              
    60.000                -65.901                  0.001                  0.035              
    40.000                -56.927                  0.001                  0.012              
    30.000                -49.790                  0.001                  0.005              
    25.000                -37.395                  0.001                  0.002              
