 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  4.610                  3.337                  0.629              
   950.000                  0.522                  3.163                  0.795              
   900.000                 -3.329                  2.354                  0.740              
   850.000                 -6.893                  1.629                  0.659              
   800.000                -10.496                  1.026                  0.541              
   750.000                -14.153                  0.513                  0.383              
   700.000                -18.026                  0.280                  0.268              
   650.000                -22.460                  0.125                  0.196              
   600.000                -27.225                  0.071                  0.160              
   550.000                -32.584                  0.038                  0.138              
   500.000                -38.568                  0.020                  0.166              
   450.000                -45.216                  0.020                  0.297              
   400.000                -52.592                  0.023                  0.527              
   350.000                -60.811                  0.017                  0.778              
   300.000                -69.717                  0.006                  1.004              
   250.000                -74.291                  0.003                  1.000              
   200.000                -73.106                  0.001                  0.183              
   150.000                -74.138                  0.001                  0.158              
   100.000                -73.186                  0.001                  0.094              
    80.000                -70.592                  0.001                  0.053              
    60.000                -64.142                  0.001                  0.016              
    40.000                -55.486                  0.001                  0.004              
    30.000                -48.995                  0.001                  0.001              
    25.000                -37.490                  0.001                  0.000              
