 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                 11.137                  5.722                  0.726              
   950.000                  7.022                  5.525                  0.907              
   900.000                  3.861                  3.961                  0.747              
   850.000                  0.450                  2.898                  0.685              
   800.000                 -2.946                  1.989                  0.610              
   750.000                 -6.046                  1.160                  0.516              
   700.000                 -9.533                  0.662                  0.429              
   650.000                -13.465                  0.376                  0.354              
   600.000                -17.995                  0.229                  0.296              
   550.000                -23.234                  0.165                  0.274              
   500.000                -29.237                  0.153                  0.311              
   450.000                -35.960                  0.126                  0.415              
   400.000                -43.404                  0.087                  0.538              
   350.000                -51.654                  0.039                  0.709              
   300.000                -60.968                  0.020                  0.855              
   250.000                -70.541                  0.006                  1.053              
   200.000                -68.604                  0.001                  0.265              
   150.000                -69.583                  0.001                  0.135              
   100.000                -68.894                  0.001                  0.069              
    80.000                -66.095                  0.001                  0.045              
    60.000                -58.455                  0.001                  0.017              
    40.000                -48.423                  0.001                  0.005              
    30.000                -40.867                  0.001                  0.002              
    25.000                -26.444                  0.001                  0.001              
