 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  3.096                  3.017                  0.649              
   950.000                 -1.002                  2.858                  0.821              
   900.000                 -4.773                  2.033                  0.736              
   850.000                 -8.320                  1.351                  0.653              
   800.000                -11.957                  0.852                  0.545              
   750.000                -15.744                  0.485                  0.411              
   700.000                -19.794                  0.249                  0.301              
   650.000                -24.241                  0.120                  0.230              
   600.000                -29.105                  0.056                  0.186              
   550.000                -34.474                  0.026                  0.157              
   500.000                -40.517                  0.020                  0.191              
   450.000                -47.182                  0.017                  0.310              
   400.000                -54.496                  0.014                  0.511              
   350.000                -62.585                  0.014                  0.844              
   300.000                -71.187                  0.005                  0.970              
   250.000                -74.914                  0.003                  1.011              
   200.000                -73.498                  0.001                  0.187              
   150.000                -74.042                  0.001                  0.135              
   100.000                -72.197                  0.001                  0.070              
    80.000                -68.748                  0.001                  0.037              
    60.000                -61.006                  0.001                  0.011              
    40.000                -50.726                  0.001                  0.002              
    30.000                -42.467                  0.001                  0.001              
    25.000                -26.085                  0.001                  0.000              
