 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  3.172                  3.039                  0.665              
   950.000                 -0.925                  2.880                  0.838              
   900.000                 -4.690                  2.055                  0.744              
   850.000                 -8.235                  1.370                  0.667              
   800.000                -11.879                  0.862                  0.563              
   750.000                -15.665                  0.453                  0.436              
   700.000                -19.635                  0.233                  0.334              
   650.000                -24.085                  0.128                  0.267              
   600.000                -28.992                  0.069                  0.227              
   550.000                -34.378                  0.026                  0.200              
   500.000                -40.408                  0.020                  0.228              
   450.000                -47.076                  0.017                  0.335              
   400.000                -54.394                  0.015                  0.503              
   350.000                -62.487                  0.014                  0.763              
   300.000                -71.089                  0.005                  0.889              
   250.000                -74.854                  0.003                  0.963              
   200.000                -73.325                  0.001                  0.307              
   150.000                -73.841                  0.001                  0.152              
   100.000                -72.047                  0.001                  0.062              
    80.000                -68.634                  0.001                  0.033              
    60.000                -60.927                  0.001                  0.010              
    40.000                -50.681                  0.001                  0.002              
    30.000                -42.441                  0.001                  0.001              
    25.000                -26.091                  0.001                  0.000              
