 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                 11.636                  5.872                  0.696              
   950.000                  7.515                  5.677                  0.873              
   900.000                  4.318                  4.136                  0.734              
   850.000                  0.861                  3.044                  0.673              
   800.000                 -2.565                  2.085                  0.590              
   750.000                 -5.652                  1.187                  0.466              
   700.000                 -9.084                  0.647                  0.354              
   650.000                -12.930                  0.345                  0.274              
   600.000                -17.367                  0.194                  0.229              
   550.000                -22.539                  0.131                  0.224              
   500.000                -28.511                  0.111                  0.267              
   450.000                -35.248                  0.102                  0.390              
   400.000                -42.725                  0.087                  0.633              
   350.000                -51.010                  0.049                  0.845              
   300.000                -60.304                  0.021                  0.923              
   250.000                -70.335                  0.006                  1.001              
   200.000                -68.109                  0.001                  0.150              
   150.000                -69.907                  0.001                  0.106              
   100.000                -70.922                  0.001                  0.083              
    80.000                -70.303                  0.001                  0.063              
    60.000                -66.722                  0.001                  0.031              
    40.000                -62.019                  0.001                  0.012              
    30.000                -59.923                  0.001                  0.007              
    25.000                -59.330                  0.001                  0.004              
