  N levels =   24          CBMF=    12.194     SST=   17.17 C

  Pressure   Temp.      Spec. humid.   O3 mr   Omega   Rad. cooling
    (mb)      (C)          (g/kg)      10**-6 (mb/hr)   (deg/day)
  -------    -----      ------------   -----   -----   ------------
   1000.0    14.485       7.297212     0.048    0.00       1.179
    950.0    10.342       7.098957     0.051    0.00       1.242
    900.0     7.454       5.227726     0.053    0.00       1.221
    850.0     4.157       3.995469     0.056    0.00       1.196
    800.0     0.810       2.970519     0.057    0.00       1.299
    750.0    -2.704       2.024439     0.059    0.00       1.438
    700.0    -5.890       1.196339     0.060    0.00       1.541
    650.0    -9.485       0.698182     0.061    0.00       1.497
    600.0   -13.631       0.410339     0.063    0.00       1.347
    550.0   -18.500       0.249677     0.066    0.00       1.145
    500.0   -24.173       0.156450     0.069    0.00       0.967
    450.0   -30.647       0.096879     0.073    0.00       0.892
    400.0   -37.912       0.058601     0.077    0.00       0.852
    350.0   -46.047       0.035476     0.085    0.00       0.687
    300.0   -55.391       0.023102     0.096    0.00       0.567
    250.0   -66.053       0.011826     0.117    0.00       0.177
    200.0   -62.274       0.001009     0.153    0.00      -0.008
    150.0   -63.799       0.001000     0.202    0.00      -0.023
    100.0   -65.865       0.001000     0.405    0.00      -0.018
     80.0   -66.603       0.001000     0.755    0.00      -0.017
     60.0   -65.470       0.001000     2.042    0.00      -0.019
     40.0   -64.933       0.001000     5.238    0.00      -0.021
     30.0   -67.682       0.001000     8.440    0.00      -0.014
     25.0   -77.306       0.001000    10.124    0.00       0.012
