 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  3.085                  3.016                  0.669              
   950.000                 -1.013                  2.857                  0.843              
   900.000                 -4.786                  2.035                  0.747              
   850.000                 -8.337                  1.358                  0.670              
   800.000                -11.988                  0.854                  0.571              
   750.000                -15.773                  0.446                  0.449              
   700.000                -19.744                  0.229                  0.350              
   650.000                -24.199                  0.126                  0.284              
   600.000                -29.110                  0.067                  0.241              
   550.000                -34.499                  0.026                  0.210              
   500.000                -40.530                  0.020                  0.236              
   450.000                -47.195                  0.017                  0.332              
   400.000                -54.510                  0.015                  0.493              
   350.000                -62.595                  0.013                  0.761              
   300.000                -71.196                  0.005                  0.855              
   250.000                -74.917                  0.003                  0.923              
   200.000                -73.503                  0.001                  0.306              
   150.000                -74.047                  0.001                  0.215              
   100.000                -72.203                  0.001                  0.095              
    80.000                -68.751                  0.001                  0.032              
    60.000                -61.009                  0.001                  0.009              
    40.000                -50.728                  0.001                  0.002              
    30.000                -42.469                  0.001                  0.001              
    25.000                -26.084                  0.001                  0.000              
