 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  3.706                  3.188                  0.655              
   950.000                 -0.394                  3.029                  0.825              
   900.000                 -4.128                  2.189                  0.741              
   850.000                 -7.665                  1.480                  0.669              
   800.000                -11.272                  0.932                  0.561              
   750.000                -15.005                  0.500                  0.422              
   700.000                -18.969                  0.269                  0.312              
   650.000                -23.432                  0.140                  0.238              
   600.000                -28.276                  0.062                  0.198              
   550.000                -33.609                  0.034                  0.181              
   500.000                -39.649                  0.022                  0.219              
   450.000                -46.320                  0.019                  0.362              
   400.000                -53.628                  0.016                  0.583              
   350.000                -61.722                  0.015                  0.802              
   300.000                -70.503                  0.005                  1.003              
   250.000                -74.475                  0.003                  1.007              
   200.000                -72.641                  0.001                  0.159              
   150.000                -73.143                  0.001                  0.133              
   100.000                -71.458                  0.001                  0.071              
    80.000                -68.139                  0.001                  0.039              
    60.000                -60.523                  0.001                  0.012              
    40.000                -50.391                  0.001                  0.003              
    30.000                -42.277                  0.001                  0.001              
    25.000                -26.131                  0.001                  0.000              
