  N levels =   24          CBMF=    16.922     SST=   11.73 C

  Pressure   Temp.      Spec. humid.   O3 mr   Omega   Rad. cooling
    (mb)      (C)          (g/kg)      10**-6 (mb/hr)   (deg/day)
  -------    -----      ------------   -----   -----   ------------
   1000.0     8.765       4.701432     0.048    0.00       1.646
    950.0     4.664       4.539052     0.051    0.00       1.708
    900.0     1.212       3.431849     0.053    0.00       1.712
    850.0    -2.415       2.632971     0.056    0.00       1.588
    800.0    -5.803       1.692963     0.057    0.00       1.595
    750.0    -9.177       0.944241     0.059    0.00       1.582
    700.0   -12.922       0.499556     0.060    0.00       1.544
    650.0   -17.077       0.248930     0.061    0.00       1.476
    600.0   -21.710       0.120136     0.063    0.00       1.383
    550.0   -26.903       0.060199     0.066    0.00       1.289
    500.0   -32.747       0.034944     0.069    0.00       1.291
    450.0   -39.320       0.025942     0.073    0.00       1.397
    400.0   -46.685       0.024232     0.077    0.00       1.369
    350.0   -54.936       0.026787     0.085    0.00       1.177
    300.0   -64.180       0.012590     0.096    0.00       0.903
    250.0   -72.278       0.004622     0.117    0.00       0.632
    200.0   -69.120       0.001000     0.153    0.00       0.314
    150.0   -69.424       0.001000     0.202    0.00       0.063
    100.0   -68.062       0.001000     0.405    0.00      -0.025
     80.0   -65.086       0.001000     0.755    0.00      -0.040
     60.0   -57.935       0.001000     2.042    0.00      -0.076
     40.0   -48.419       0.001000     5.238    0.00      -0.124
     30.0   -41.022       0.001000     8.440    0.00      -0.161
     25.0   -26.454       0.001000    10.124    0.00      -0.233
