 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                 26.438                 16.423                  0.754              
   975.000                 24.247                 16.190                  0.836              
   950.000                 22.145                 16.121                  0.931              
   925.000                 21.503                 13.688                  0.786              
   900.000                 20.170                 12.487                  0.754              
   875.000                 18.952                 11.360                  0.719              
   850.000                 17.712                 10.385                  0.691              
   825.000                 16.430                  9.533                  0.668              
   800.000                 15.099                  8.778                  0.649              
   775.000                 13.707                  8.146                  0.632              
   750.000                 12.236                  7.562                  0.620              
   725.000                 10.715                  6.987                  0.608              
   700.000                  9.137                  6.395                  0.596              
   675.000                  7.509                  5.745                  0.583              
   650.000                  5.851                  4.988                  0.566              
   625.000                  4.180                  4.414                  0.548              
   600.000                  2.342                  3.950                  0.528              
   575.000                  0.397                  3.473                  0.511              
   550.000                 -1.659                  2.845                  0.470              
   525.000                 -3.395                  2.227                  0.411              
   500.000                 -5.244                  1.749                  0.367              
   475.000                 -7.320                  1.470                  0.338              
   450.000                 -9.792                  1.465                  0.329              
   425.000                -12.758                  1.692                  0.346              
   400.000                -15.604                  0.682                  0.389              
   375.000                -18.828                  0.370                  0.475              
   350.000                -22.564                  0.262                  0.570              
   325.000                -26.774                  0.207                  0.760              
   300.000                -31.449                  0.177                  0.474              
   275.000                -36.515                  0.126                  0.538              
   250.000                -42.129                  0.096                  0.652              
   225.000                -48.356                  0.073                  0.869              
   200.000                -55.287                  0.048                  1.095              
   175.000                -62.991                  0.025                  0.979              
   150.000                -70.369                  0.010                  0.897              
   125.000                -67.734                  0.001                  0.156              
   100.000                -67.695                  0.001                  0.066              
    80.000                -67.012                  0.001                  0.052              
    60.000                -63.026                  0.001                  0.029              
    40.000                -57.450                  0.001                  0.012              
    30.000                -54.500                  0.001                  0.007              
    25.000                -53.487                  0.001                  0.006              
    20.000                -52.074                  0.001                  0.004              
    15.000                -49.796                  0.001                  0.003              
    10.000                -45.155                  0.001                  0.001              
     5.000                -27.173                  0.001                  0.000              
