  N levels =   24          CBMF=    16.241     SST=   12.66 C

  Pressure   Temp.      Spec. humid.   O3 mr   Omega   Rad. cooling
    (mb)      (C)          (g/kg)      10**-6 (mb/hr)   (deg/day)
  -------    -----      ------------   -----   -----   ------------
   1000.0     9.807       5.041443     0.048    0.00       1.021
    950.0     5.697       4.878898     0.051    0.00       1.265
    900.0     2.267       3.730313     0.053    0.00       1.276
    850.0    -1.359       2.896791     0.056    0.00       1.375
    800.0    -4.715       1.874485     0.057    0.00       1.559
    750.0    -8.049       1.047164     0.059    0.00       1.607
    700.0   -11.741       0.549523     0.060    0.00       1.534
    650.0   -15.818       0.267707     0.061    0.00       1.375
    600.0   -20.372       0.124428     0.063    0.00       1.173
    550.0   -25.495       0.059009     0.066    0.00       0.941
    500.0   -31.299       0.031901     0.069    0.00       0.796
    450.0   -37.872       0.022055     0.073    0.00       0.766
    400.0   -45.273       0.019679     0.077    0.00       0.702
    350.0   -53.558       0.023766     0.085    0.00       0.494
    300.0   -62.925       0.014999     0.096    0.00       0.366
    250.0   -71.872       0.004912     0.117    0.00       0.021
    200.0   -69.262       0.001000     0.153    0.00       0.008
    150.0   -70.503       0.001000     0.202    0.00      -0.004
    100.0   -71.280       0.001000     0.405    0.00      -0.003
     80.0   -70.773       0.001000     0.755    0.00      -0.003
     60.0   -67.606       0.001000     2.042    0.00      -0.008
     40.0   -63.413       0.001000     5.238    0.00      -0.014
     30.0   -61.799       0.001000     8.440    0.00      -0.016
     25.0   -62.132       0.001000    10.124    0.00      -0.017
