 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  9.807                  5.041                  0.664              
   950.000                  5.697                  4.879                  0.835              
   900.000                  2.267                  3.730                  0.738              
   850.000                 -1.359                  2.897                  0.698              
   800.000                 -4.715                  1.874                  0.575              
   750.000                 -8.049                  1.047                  0.417              
   700.000                -11.741                  0.550                  0.297              
   650.000                -15.818                  0.268                  0.218              
   600.000                -20.372                  0.124                  0.174              
   550.000                -25.495                  0.059                  0.160              
   500.000                -31.299                  0.032                  0.189              
   450.000                -37.872                  0.022                  0.317              
   400.000                -45.273                  0.020                  0.565              
   350.000                -53.558                  0.024                  0.639              
   300.000                -62.925                  0.015                  0.981              
   250.000                -71.872                  0.005                  1.000              
   200.000                -69.262                  0.001                  0.111              
   150.000                -70.503                  0.001                  0.096              
   100.000                -71.280                  0.001                  0.073              
    80.000                -70.773                  0.001                  0.055              
    60.000                -67.606                  0.001                  0.026              
    40.000                -63.413                  0.001                  0.010              
    30.000                -61.799                  0.001                  0.006              
    25.000                -62.132                  0.001                  0.005              
