 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  8.160                  4.461                  0.688              
   950.000                  4.060                  4.295                  0.863              
   900.000                  0.508                  3.237                  0.734              
   850.000                 -3.176                  2.482                  0.684              
   800.000                 -6.589                  1.538                  0.590              
   750.000                 -9.916                  0.799                  0.465              
   700.000                -13.660                  0.420                  0.358              
   650.000                -17.785                  0.218                  0.289              
   600.000                -22.389                  0.112                  0.254              
   550.000                -27.577                  0.060                  0.258              
   500.000                -33.441                  0.039                  0.319              
   450.000                -40.144                  0.070                  0.477              
   400.000                -47.662                  0.097                  0.684              
   350.000                -55.998                  0.025                  0.862              
   300.000                -65.082                  0.011                  1.044              
   250.000                -72.854                  0.004                  1.007              
   200.000                -70.141                  0.001                  0.170              
   150.000                -71.454                  0.001                  0.123              
   100.000                -70.649                  0.001                  0.083              
    80.000                -67.634                  0.001                  0.052              
    60.000                -59.815                  0.001                  0.019              
    40.000                -49.517                  0.001                  0.006              
    30.000                -41.573                  0.001                  0.002              
    25.000                -26.264                  0.001                  0.001              
