 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  2.996                  2.990                  0.629              
   950.000                 -1.102                  2.831                  0.801              
   900.000                 -4.885                  2.011                  0.728              
   850.000                 -8.439                  1.343                  0.638              
   800.000                -12.092                  0.852                  0.527              
   750.000                -15.881                  0.485                  0.386              
   700.000                -19.947                  0.233                  0.272              
   650.000                -24.357                  0.108                  0.203              
   600.000                -29.215                  0.056                  0.166              
   550.000                -34.610                  0.025                  0.135              
   500.000                -40.655                  0.020                  0.173              
   450.000                -47.320                  0.017                  0.290              
   400.000                -54.635                  0.014                  0.508              
   350.000                -62.719                  0.013                  0.941              
   300.000                -71.302                  0.004                  1.007              
   250.000                -74.964                  0.003                  1.000              
   200.000                -73.590                  0.001                  0.192              
   150.000                -74.145                  0.001                  0.156              
   100.000                -72.277                  0.001                  0.083              
    80.000                -68.801                  0.001                  0.042              
    60.000                -61.050                  0.001                  0.012              
    40.000                -50.759                  0.001                  0.002              
    30.000                -42.488                  0.001                  0.001              
    25.000                -26.079                  0.001                  0.000              
