 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  9.426                  4.914                  0.672              
   950.000                  5.323                  4.743                  0.843              
   900.000                  1.936                  3.525                  0.735              
   850.000                 -1.619                  2.677                  0.686              
   800.000                 -4.936                  1.791                  0.574              
   750.000                 -8.362                  1.067                  0.424              
   700.000                -11.978                  0.597                  0.306              
   650.000                -16.104                  0.340                  0.228              
   600.000                -20.812                  0.197                  0.185              
   550.000                -26.193                  0.120                  0.175              
   500.000                -32.252                  0.077                  0.210              
   450.000                -38.895                  0.046                  0.341              
   400.000                -46.189                  0.027                  0.593              
   350.000                -54.388                  0.019                  0.688              
   300.000                -63.617                  0.013                  0.971              
   250.000                -72.192                  0.005                  1.000              
   200.000                -69.607                  0.001                  0.121              
   150.000                -70.832                  0.001                  0.100              
   100.000                -71.524                  0.001                  0.076              
    80.000                -70.844                  0.001                  0.056              
    60.000                -67.310                  0.001                  0.026              
    40.000                -62.544                  0.001                  0.009              
    30.000                -60.314                  0.001                  0.005              
    25.000                -59.264                  0.001                  0.004              
