 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  3.047                  3.004                  0.663              
   950.000                 -1.051                  2.845                  0.837              
   900.000                 -4.829                  2.026                  0.743              
   850.000                 -8.377                  1.354                  0.664              
   800.000                -12.030                  0.860                  0.562              
   750.000                -15.831                  0.474                  0.436              
   700.000                -19.865                  0.223                  0.334              
   650.000                -24.260                  0.108                  0.267              
   600.000                -29.129                  0.061                  0.225              
   550.000                -34.532                  0.025                  0.195              
   500.000                -40.571                  0.019                  0.223              
   450.000                -47.238                  0.016                  0.323              
   400.000                -54.556                  0.014                  0.489              
   350.000                -62.646                  0.013                  0.779              
   300.000                -71.241                  0.005                  0.880              
   250.000                -74.935                  0.003                  0.946              
   200.000                -73.551                  0.001                  0.306              
   150.000                -74.096                  0.001                  0.196              
   100.000                -72.244                  0.001                  0.064              
    80.000                -68.775                  0.001                  0.033              
    60.000                -61.027                  0.001                  0.009              
    40.000                -50.741                  0.001                  0.002              
    30.000                -42.477                  0.001                  0.001              
    25.000                -26.082                  0.001                  0.000              
