 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  6.817                  4.046                  0.675              
   950.000                  2.724                  3.865                  0.848              
   900.000                 -0.994                  3.039                  0.739              
   850.000                 -4.526                  2.179                  0.683              
   800.000                 -8.021                  1.320                  0.576              
   750.000                -11.426                  0.640                  0.440              
   700.000                -15.210                  0.298                  0.329              
   650.000                -19.413                  0.143                  0.253              
   600.000                -24.110                  0.085                  0.211              
   550.000                -29.415                  0.048                  0.202              
   500.000                -35.357                  0.032                  0.246              
   450.000                -42.048                  0.061                  0.402              
   400.000                -49.510                  0.076                  0.619              
   350.000                -57.755                  0.020                  0.727              
   300.000                -66.765                  0.009                  1.002              
   250.000                -73.471                  0.004                  1.007              
   200.000                -71.287                  0.001                  0.157              
   150.000                -72.229                  0.001                  0.117              
   100.000                -71.598                  0.001                  0.078              
    80.000                -69.251                  0.001                  0.049              
    60.000                -63.028                  0.001                  0.018              
    40.000                -54.664                  0.001                  0.005              
    30.000                -48.482                  0.001                  0.002              
    25.000                -37.616                  0.001                  0.001              
