 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                 20.151                 11.409                  0.777              
   950.000                 15.960                 11.176                  0.963              
   900.000                 13.816                  8.543                  0.793              
   850.000                 10.986                  6.954                  0.740              
   800.000                  8.179                  5.454                  0.671              
   750.000                  5.325                  4.227                  0.612              
   700.000                  2.031                  3.338                  0.578              
   650.000                 -1.716                  2.484                  0.555              
   600.000                 -5.212                  1.688                  0.536              
   550.000                 -9.244                  1.148                  0.513              
   500.000                -14.125                  0.919                  0.501              
   450.000                -20.059                  0.685                  0.489              
   400.000                -26.834                  0.294                  0.407              
   350.000                -34.816                  0.169                  0.394              
   300.000                -44.156                  0.110                  0.519              
   250.000                -55.082                  0.051                  0.815              
   200.000                -67.789                  0.011                  1.017              
   150.000                -69.325                  0.001                  0.307              
   100.000                -69.172                  0.001                  0.074              
    80.000                -67.312                  0.001                  0.053              
    60.000                -60.363                  0.001                  0.024              
    40.000                -50.060                  0.001                  0.008              
    30.000                -41.814                  0.001                  0.004              
    25.000                -26.621                  0.001                  0.001              
