 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  3.000                  2.992                  0.628              
   950.000                 -1.098                  2.832                  0.800              
   900.000                 -4.882                  2.010                  0.731              
   850.000                 -8.438                  1.342                  0.643              
   800.000                -12.092                  0.846                  0.530              
   750.000                -15.862                  0.468                  0.389              
   700.000                -19.900                  0.247                  0.275              
   650.000                -24.367                  0.121                  0.207              
   600.000                -29.239                  0.057                  0.171              
   550.000                -34.607                  0.025                  0.140              
   500.000                -40.647                  0.019                  0.177              
   450.000                -47.313                  0.016                  0.296              
   400.000                -54.629                  0.014                  0.517              
   350.000                -62.718                  0.013                  0.943              
   300.000                -71.299                  0.004                  1.005              
   250.000                -74.960                  0.003                  1.000              
   200.000                -73.586                  0.001                  0.194              
   150.000                -74.141                  0.001                  0.158              
   100.000                -72.274                  0.001                  0.085              
    80.000                -68.799                  0.001                  0.043              
    60.000                -61.048                  0.001                  0.012              
    40.000                -50.757                  0.001                  0.003              
    30.000                -42.487                  0.001                  0.001              
    25.000                -26.080                  0.001                  0.000              
