 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                 15.071                  7.791                  0.769              
   950.000                 10.927                  7.574                  0.953              
   900.000                  8.163                  5.564                  0.792              
   850.000                  4.935                  4.312                  0.743              
   800.000                  1.684                  3.247                  0.681              
   750.000                 -1.723                  2.267                  0.624              
   700.000                 -4.847                  1.404                  0.575              
   650.000                 -8.331                  0.838                  0.525              
   600.000                -12.312                  0.492                  0.474              
   550.000                -16.997                  0.303                  0.438              
   500.000                -22.583                  0.219                  0.429              
   450.000                -29.159                  0.179                  0.443              
   400.000                -36.579                  0.124                  0.434              
   350.000                -44.862                  0.093                  0.442              
   300.000                -54.328                  0.040                  0.467              
   250.000                -65.082                  0.013                  0.693              
   200.000                -69.631                  0.001                  0.745              
   150.000                -68.094                  0.001                  0.478              
   100.000                -66.110                  0.001                  0.181              
    80.000                -63.156                  0.001                  0.030              
    60.000                -56.005                  0.001                  0.011              
    40.000                -46.704                  0.001                  0.003              
    30.000                -39.837                  0.001                  0.001              
    25.000                -26.749                  0.001                  0.000              
