 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  6.892                  4.064                  0.653              
   950.000                  2.798                  3.879                  0.824              
   900.000                 -0.917                  3.006                  0.745              
   850.000                 -4.439                  2.141                  0.704              
   800.000                 -7.888                  1.279                  0.585              
   750.000                -11.262                  0.670                  0.446              
   700.000                -15.032                  0.365                  0.342              
   650.000                -19.270                  0.227                  0.286              
   600.000                -24.034                  0.141                  0.265              
   550.000                -29.352                  0.084                  0.271              
   500.000                -35.306                  0.054                  0.334              
   450.000                -42.099                  0.109                  0.530              
   400.000                -49.592                  0.082                  0.794              
   350.000                -57.784                  0.021                  0.854              
   300.000                -66.724                  0.009                  1.012              
   250.000                -73.642                  0.004                  0.998              
   200.000                -71.959                  0.001                  0.194              
   150.000                -73.294                  0.001                  0.153              
   100.000                -72.841                  0.001                  0.103              
    80.000                -70.474                  0.001                  0.067              
    60.000                -63.935                  0.001                  0.026              
    40.000                -55.159                  0.001                  0.008              
    30.000                -48.711                  0.001                  0.003              
    25.000                -37.522                  0.001                  0.001              
