 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  2.990                  2.990                  0.637              
   950.000                 -1.107                  2.830                  0.810              
   900.000                 -4.892                  2.007                  0.731              
   850.000                 -8.449                  1.342                  0.643              
   800.000                -12.106                  0.844                  0.534              
   750.000                -15.875                  0.460                  0.396              
   700.000                -19.898                  0.244                  0.282              
   650.000                -24.370                  0.124                  0.211              
   600.000                -29.254                  0.060                  0.170              
   550.000                -34.624                  0.025                  0.138              
   500.000                -40.661                  0.019                  0.174              
   450.000                -47.326                  0.016                  0.289              
   400.000                -54.642                  0.014                  0.495              
   350.000                -62.730                  0.013                  0.900              
   300.000                -71.310                  0.004                  1.001              
   250.000                -74.964                  0.003                  1.003              
   200.000                -73.591                  0.001                  0.181              
   150.000                -74.146                  0.001                  0.150              
   100.000                -72.278                  0.001                  0.077              
    80.000                -68.803                  0.001                  0.039              
    60.000                -61.051                  0.001                  0.011              
    40.000                -50.760                  0.001                  0.002              
    30.000                -42.489                  0.001                  0.001              
    25.000                -26.079                  0.001                  0.000              
