 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  3.047                  3.006                  0.656              
   950.000                 -1.050                  2.846                  0.829              
   900.000                 -4.827                  2.026                  0.739              
   850.000                 -8.380                  1.351                  0.656              
   800.000                -12.032                  0.849                  0.551              
   750.000                -15.815                  0.442                  0.422              
   700.000                -19.788                  0.229                  0.317              
   650.000                -24.251                  0.127                  0.249              
   600.000                -29.163                  0.066                  0.209              
   550.000                -34.549                  0.026                  0.178              
   500.000                -40.582                  0.020                  0.208              
   450.000                -47.247                  0.017                  0.313              
   400.000                -54.562                  0.014                  0.488              
   350.000                -62.649                  0.014                  0.811              
   300.000                -71.243                  0.005                  0.914              
   250.000                -74.944                  0.003                  0.971              
   200.000                -73.564                  0.001                  0.280              
   150.000                -74.119                  0.001                  0.157              
   100.000                -72.254                  0.001                  0.067              
    80.000                -68.781                  0.001                  0.035              
    60.000                -61.032                  0.001                  0.010              
    40.000                -50.744                  0.001                  0.002              
    30.000                -42.479                  0.001                  0.001              
    25.000                -26.082                  0.001                  0.000              
