  N levels =   24          CBMF=    11.841     SST=   19.53 C

  Pressure   Temp.      Spec. humid.   O3 mr   Omega   Rad. cooling
    (mb)      (C)          (g/kg)      10**-6 (mb/hr)   (deg/day)
  -------    -----      ------------   -----   -----   ------------
   1000.0    16.756       8.878321     0.048    0.00       1.774
    950.0    12.599       8.648652     0.051    0.00       1.783
    900.0    10.052       6.375853     0.053    0.00       1.717
    850.0     6.954       4.986096     0.056    0.00       1.519
    800.0     3.809       3.805627     0.057    0.00       1.464
    750.0     0.514       2.772162     0.059    0.00       1.452
    700.0    -2.896       1.867336     0.060    0.00       1.489
    650.0    -6.195       1.142796     0.061    0.00       1.486
    600.0    -9.909       0.677354     0.063    0.00       1.475
    550.0   -14.291       0.415510     0.066    0.00       1.391
    500.0   -19.614       0.296569     0.069    0.00       1.354
    450.0   -26.025       0.243222     0.073    0.00       1.430
    400.0   -33.389       0.181138     0.077    0.00       1.411
    350.0   -41.678       0.115643     0.085    0.00       1.320
    300.0   -51.124       0.053178     0.096    0.00       0.984
    250.0   -61.982       0.020728     0.117    0.00       0.807
    200.0   -70.375       0.003138     0.153    0.00       0.318
    150.0   -69.659       0.001000     0.202    0.00       0.047
    100.0   -70.032       0.001000     0.405    0.00      -0.062
     80.0   -68.348       0.001000     0.755    0.00      -0.096
     60.0   -61.299       0.001000     2.042    0.00      -0.237
     40.0   -50.841       0.001000     5.238    0.00      -0.446
     30.0   -42.343       0.001000     8.440    0.00      -0.616
     25.0   -26.502       0.001000    10.124    0.00      -0.933
