 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  6.051                  3.771                  0.645              
   950.000                  1.959                  3.589                  0.814              
   900.000                 -1.811                  2.734                  0.753              
   850.000                 -5.339                  1.930                  0.690              
   800.000                 -8.826                  1.218                  0.571              
   750.000                -12.364                  0.653                  0.427              
   700.000                -16.203                  0.332                  0.317              
   650.000                -20.476                  0.219                  0.257              
   600.000                -25.301                  0.108                  0.231              
   550.000                -30.545                  0.066                  0.232              
   500.000                -36.518                  0.045                  0.289              
   450.000                -43.296                  0.074                  0.480              
   400.000                -50.764                  0.091                  0.755              
   350.000                -58.944                  0.019                  0.782              
   300.000                -67.773                  0.008                  1.004              
   250.000                -73.938                  0.004                  0.998              
   200.000                -72.413                  0.001                  0.192              
   150.000                -73.514                  0.001                  0.158              
   100.000                -72.766                  0.001                  0.102              
    80.000                -70.245                  0.001                  0.063              
    60.000                -63.776                  0.001                  0.023              
    40.000                -55.153                  0.001                  0.006              
    30.000                -48.755                  0.001                  0.003              
    25.000                -37.511                  0.001                  0.001              
