 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  2.994                  2.991                  0.650              
   950.000                 -1.103                  2.832                  0.826              
   900.000                 -4.886                  2.015                  0.737              
   850.000                 -8.438                  1.347                  0.650              
   800.000                -12.097                  0.854                  0.547              
   750.000                -15.895                  0.457                  0.419              
   700.000                -19.904                  0.212                  0.313              
   650.000                -24.306                  0.112                  0.246              
   600.000                -29.202                  0.062                  0.204              
   550.000                -34.609                  0.025                  0.169              
   500.000                -40.651                  0.020                  0.198              
   450.000                -47.318                  0.017                  0.293              
   400.000                -54.636                  0.014                  0.467              
   350.000                -62.723                  0.013                  0.845              
   300.000                -71.303                  0.004                  0.909              
   250.000                -74.967                  0.003                  0.954              
   200.000                -73.593                  0.001                  0.273              
   150.000                -74.147                  0.001                  0.194              
   100.000                -72.278                  0.001                  0.079              
    80.000                -68.802                  0.001                  0.035              
    60.000                -61.050                  0.001                  0.010              
    40.000                -50.759                  0.001                  0.002              
    30.000                -42.488                  0.001                  0.001              
    25.000                -26.079                  0.001                  0.000              
