  N levels =   24          CBMF=    21.229     SST=    7.78 C

  Pressure   Temp.      Spec. humid.   O3 mr   Omega   Rad. cooling
    (mb)      (C)          (g/kg)      10**-6 (mb/hr)   (deg/day)
  -------    -----      ------------   -----   -----   ------------
   1000.0     4.622       3.343512     0.048    0.00       0.988
    950.0     0.533       3.169306     0.051    0.00       1.376
    900.0    -3.315       2.361932     0.053    0.00       1.408
    850.0    -6.879       1.633668     0.056    0.00       1.505
    800.0   -10.486       1.027784     0.057    0.00       1.634
    750.0   -14.145       0.509537     0.059    0.00       1.609
    700.0   -18.000       0.268705     0.060    0.00       1.508
    650.0   -22.438       0.128309     0.061    0.00       1.342
    600.0   -27.239       0.058359     0.063    0.00       1.137
    550.0   -32.555       0.030756     0.066    0.00       0.830
    500.0   -38.554       0.018571     0.069    0.00       0.651
    450.0   -45.202       0.018710     0.073    0.00       0.641
    400.0   -52.558       0.019742     0.077    0.00       0.504
    350.0   -60.768       0.017413     0.085    0.00       0.446
    300.0   -69.709       0.005668     0.096    0.00       0.170
    250.0   -74.285       0.003394     0.117    0.00       0.045
    200.0   -73.093       0.001000     0.153    0.00       0.017
    150.0   -74.126       0.001000     0.202    0.00       0.004
    100.0   -73.177       0.001000     0.405    0.00       0.000
     80.0   -70.585       0.001000     0.755    0.00      -0.003
     60.0   -64.136       0.001000     2.042    0.00      -0.011
     40.0   -55.482       0.001000     5.238    0.00      -0.022
     30.0   -48.992       0.001000     8.440    0.00      -0.030
     25.0   -37.491       0.001000    10.124    0.00      -0.046
