  N levels =   24          CBMF=    10.827     SST=   21.72 C

  Pressure   Temp.      Spec. humid.   O3 mr   Omega   Rad. cooling
    (mb)      (C)          (g/kg)      10**-6 (mb/hr)   (deg/day)
  -------    -----      ------------   -----   -----   ------------
   1000.0    18.959      10.470839     0.048    0.00       1.969
    950.0    14.781      10.239183     0.051    0.00       1.777
    900.0    12.509       7.722785     0.053    0.00       1.911
    850.0     9.609       6.193114     0.056    0.00       1.680
    800.0     6.691       4.849307     0.057    0.00       1.616
    750.0     3.618       3.645133     0.059    0.00       1.563
    700.0     0.387       2.776822     0.060    0.00       1.551
    650.0    -3.343       1.963479     0.061    0.00       1.559
    600.0    -6.889       1.272426     0.063    0.00       1.575
    550.0   -11.023       0.840516     0.066    0.00       1.602
    500.0   -16.034       0.601954     0.069    0.00       1.692
    450.0   -22.097       0.461157     0.073    0.00       1.855
    400.0   -29.191       0.325744     0.077    0.00       1.863
    350.0   -37.273       0.158154     0.085    0.00       1.765
    300.0   -46.673       0.079773     0.096    0.00       1.420
    250.0   -57.576       0.036939     0.117    0.00       1.223
    200.0   -69.392       0.006421     0.153    0.00       0.787
    150.0   -68.711       0.001000     0.202    0.00       0.180
    100.0   -66.572       0.001000     0.405    0.00      -0.082
     80.0   -63.394       0.001000     0.755    0.00      -0.098
     60.0   -56.002       0.001000     2.042    0.00      -0.171
     40.0   -46.418       0.001000     5.238    0.00      -0.267
     30.0   -39.515       0.001000     8.440    0.00      -0.336
     25.0   -26.778       0.001000    10.124    0.00      -0.464
