 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                 24.533                 15.348                  0.788              
   950.000                 20.302                 15.081                  0.972              
   900.000                 18.546                 11.879                  0.817              
   850.000                 15.970                  9.994                  0.779              
   800.000                 13.477                  8.188                  0.731              
   750.000                 10.909                  6.766                  0.693              
   700.000                  7.975                  5.605                  0.658              
   650.000                  4.693                  4.612                  0.612              
   600.000                  0.973                  3.758                  0.560              
   550.000                 -3.311                  2.899                  0.531              
   500.000                 -7.508                  2.069                  0.508              
   450.000                -12.558                  1.467                  0.491              
   400.000                -18.492                  0.766                  0.449              
   350.000                -25.649                  0.361                  0.408              
   300.000                -34.420                  0.182                  0.312              
   250.000                -45.130                  0.114                  0.517              
   200.000                -58.238                  0.042                  0.867              
   150.000                -70.503                  0.006                  0.888              
   100.000                -69.475                  0.001                  0.126              
    80.000                -66.311                  0.001                  0.049              
    60.000                -59.239                  0.001                  0.022              
    40.000                -49.197                  0.001                  0.008              
    30.000                -41.251                  0.001                  0.004              
    25.000                -26.746                  0.001                  0.001              
