 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                 18.396                 10.049                  0.782              
   950.000                 14.223                  9.818                  0.965              
   900.000                 11.882                  7.367                  0.811              
   850.000                  8.909                  5.878                  0.770              
   800.000                  5.884                  4.533                  0.716              
   750.000                  2.743                  3.508                  0.669              
   700.000                 -0.796                  2.574                  0.634              
   650.000                 -4.043                  1.694                  0.600              
   600.000                 -7.639                  1.062                  0.560              
   550.000                -11.803                  0.654                  0.525              
   500.000                -16.792                  0.434                  0.505              
   450.000                -22.912                  0.413                  0.488              
   400.000                -30.230                  0.276                  0.440              
   350.000                -38.439                  0.139                  0.431              
   300.000                -47.741                  0.063                  0.397              
   250.000                -58.763                  0.031                  0.533              
   200.000                -69.382                  0.005                  0.722              
   150.000                -67.997                  0.001                  0.654              
   100.000                -65.501                  0.001                  0.338              
    80.000                -62.185                  0.001                  0.028              
    60.000                -55.081                  0.001                  0.010              
    40.000                -45.956                  0.001                  0.003              
    30.000                -39.333                  0.001                  0.001              
    25.000                -26.875                  0.001                  0.000              
